order_id,customer_id,order_date,ship_date,return_date,ship_mode,total_amount
2498,119,2024-10-19,2024-10-23,,Same Day,632.61
2499,117,2025-04-01,2025-04-07,,Standard,1474.49
2500,793,2025-09-19,2025-09-26,,Express,1125.45
2501,616,2024-12-04,2024-12-10,,Express,1417.71
2502,275,2025-01-10,2025-01-12,,Express,85.19
2503,63,2025-10-25,2025-11-01,,Same Day,1364.53
2504,326,2025-03-27,2025-03-31,,Express,103.04
2505,409,2024-06-05,2024-06-06,,Same Day,728.61
2506,225,2024-04-29,2024-05-05,,Express,357.91
2507,459,2024-06-29,2024-07-01,,Standard,1037.61
2508,549,2024-09-28,2024-10-05,,Same Day,90.41
2509,626,2025-06-03,2025-06-05,,Standard,348.47
2510,974,2023-01-25,2023-02-01,,Same Day,2415.48
2511,342,2025-09-14,2025-09-21,,Standard,287.57
2512,671,2025-03-30,2025-04-04,,Same Day,4482.0
2513,204,2025-02-15,2025-02-22,,Same Day,1521.03
2514,235,2025-10-13,2025-10-20,,Express,1967.62
2515,340,2025-05-11,2025-05-13,,Standard,843.19
2516,963,2023-07-06,2023-07-07,,Same Day,2077.69
2517,105,2025-09-19,2025-09-23,,Standard,1253.51
2518,161,2025-08-07,2025-08-10,2025-08-30,Same Day,596.14
2519,254,2023-08-27,2023-08-30,,Express,806.56
2520,672,2025-08-25,2025-08-27,,Express,1779.78
2521,883,2025-10-05,2025-10-06,2025-10-31,Same Day,409.05
2522,781,2025-08-30,2025-09-03,2025-09-25,Same Day,1811.53
2523,620,2025-01-06,2025-01-07,,Express,1110.59
2524,199,2025-09-30,2025-10-05,,Express,1383.91
2525,436,2025-12-01,2025-12-07,2025-12-12,Express,737.77
2526,208,2024-08-01,2024-08-04,,Same Day,615.4
2527,483,2025-02-20,2025-02-23,,Standard,939.74
2528,991,2024-09-03,2024-09-08,,Express,2851.4
2529,930,2025-07-11,2025-07-16,,Express,329.29
2530,18,2025-12-04,2025-12-10,,Express,1169.95
2531,782,2024-10-21,2024-10-25,,Standard,1309.53
2532,407,2025-10-21,2025-10-23,,Express,417.3
2533,577,2024-12-10,2024-12-16,,Standard,2638.26
2534,830,2025-08-29,2025-08-30,2025-09-06,Standard,230.09
2535,886,2025-01-01,2025-01-06,,Standard,1547.91
2536,413,2025-09-16,2025-09-23,,Same Day,1329.49
2537,860,2025-10-17,2025-10-24,,Express,277.26
2538,259,2025-06-15,2025-06-18,,Standard,362.51
2539,38,2025-11-15,2025-11-21,,Express,797.73
2540,893,2023-04-24,2023-04-27,,Same Day,1094.19
2541,814,2025-10-20,2025-10-25,,Same Day,256.43
2542,242,2024-04-28,2024-05-02,,Same Day,3025.15
2543,569,2025-11-26,2025-11-27,,Standard,1400.3
2544,385,2025-09-26,2025-10-03,2025-10-15,Same Day,861.94
2545,125,2024-07-27,2024-07-29,,Standard,1626.01
2546,40,2025-05-06,2025-05-10,,Same Day,166.41
2547,499,2023-07-19,2023-07-25,,Express,1163.91
2548,409,2023-01-07,2023-01-10,2023-01-19,Same Day,780.24
2549,945,2025-12-08,2025-12-14,,Express,687.62
2550,630,2025-05-31,2025-06-05,,Standard,1500.61
2551,298,2025-11-30,2025-12-06,,Same Day,574.99
2552,975,2025-09-26,2025-09-29,,Express,1340.64
2553,484,2025-07-08,2025-07-10,,Same Day,4466.84
2554,738,2024-04-14,2024-04-16,,Express,1114.5
2555,11,2024-11-23,2024-11-27,,Express,368.33
2556,69,2023-05-17,2023-05-20,,Standard,30.87
2557,711,2025-07-03,2025-07-08,,Standard,704.68
2558,63,2025-07-21,2025-07-26,,Express,2248.66
2559,652,2025-07-05,2025-07-07,,Standard,1078.08
2560,951,2025-01-24,2025-01-27,,Express,1084.84
2561,599,2025-05-27,2025-05-30,,Express,575.95
2562,957,2024-12-02,2024-12-07,,Same Day,105.58
2563,208,2024-07-09,2024-07-14,,Same Day,1478.47
2564,222,2024-09-09,2024-09-11,,Standard,4230.31
2565,130,2025-10-09,2025-10-14,,Express,1701.16
2566,339,2025-11-16,2025-11-23,,Same Day,1715.22
2567,284,2025-11-23,2025-11-30,,Express,775.49
2568,215,2023-10-26,2023-10-27,,Standard,1269.13
2569,94,2025-11-25,2025-11-27,,Express,511.5
2570,896,2023-04-28,2023-05-01,2023-05-02,Standard,2110.51
2571,524,2025-10-31,2025-11-04,,Express,1605.93
2572,310,2024-10-01,2024-10-08,2024-10-21,Express,551.2
2573,387,2025-12-06,2025-12-10,,Express,476.71
2574,320,2025-08-04,2025-08-07,,Same Day,460.02
2575,863,2025-01-24,2025-01-26,,Express,1788.29
2576,729,2025-11-08,2025-11-15,,Express,1091.92
2577,502,2025-10-20,2025-10-26,,Express,553.41
2578,668,2025-07-07,2025-07-09,2025-07-21,Express,971.21
2579,790,2025-06-03,2025-06-09,,Same Day,1122.5
2580,574,2024-03-10,2024-03-14,,Same Day,561.72
2581,11,2024-07-21,2024-07-25,,Standard,545.1
2582,6,2025-05-19,2025-05-22,2025-06-02,Express,727.44
2583,515,2023-03-03,2023-03-08,,Same Day,1674.33
2584,282,2025-10-26,2025-10-30,2025-11-20,Same Day,198.1
2585,260,2025-10-25,2025-10-31,2025-11-15,Standard,849.16
2586,884,2025-10-27,2025-10-31,,Same Day,810.09
2587,466,2025-03-22,2025-03-24,,Same Day,1215.34
2588,769,2025-09-01,2025-09-08,2025-09-15,Standard,651.56
2589,628,2025-08-02,2025-08-04,,Standard,4341.99
2590,892,2025-10-19,2025-10-21,2025-11-17,Standard,1788.98
2591,58,2024-10-30,2024-11-05,,Express,593.09
2592,100,2025-04-17,2025-04-24,,Same Day,1317.93
2593,756,2023-09-29,2023-10-02,,Express,2062.31
2594,920,2025-11-15,2025-11-17,,Same Day,601.36
2595,740,2025-07-22,2025-07-27,2025-08-15,Express,1276.63
2596,427,2025-03-24,2025-03-25,,Same Day,1300.13
2597,152,2025-07-24,2025-07-25,,Standard,557.71
2598,283,2025-11-17,2025-11-19,,Express,640.0
2599,178,2025-09-03,2025-09-09,,Standard,1276.81
2600,319,2025-01-11,2025-01-16,,Express,276.22
2601,478,2025-11-12,2025-11-17,,Standard,1760.91
2602,120,2024-11-20,2024-11-22,,Standard,979.44
2603,326,2025-09-27,2025-10-03,,Standard,1408.71
2604,808,2025-06-08,2025-06-10,,Express,730.0
2605,84,2024-12-24,2024-12-27,,Same Day,976.82
2606,966,2025-04-11,2025-04-17,,Standard,1461.57
2607,318,2024-10-04,2024-10-08,,Standard,180.52
2608,286,2025-12-07,2025-12-12,,Standard,241.81
2609,856,2024-12-06,2024-12-09,,Standard,2968.84
2610,303,2025-02-19,2025-02-25,,Standard,572.97
2611,502,2025-11-02,2025-11-07,,Same Day,2471.64
2612,536,2024-09-24,2024-10-01,,Standard,1348.05
2613,38,2025-11-23,2025-11-25,,Standard,945.28
2614,720,2025-06-12,2025-06-15,,Same Day,1988.31
2615,816,2024-10-06,2024-10-08,,Same Day,391.62
2616,565,2025-12-02,2025-12-09,,Same Day,1025.71
2617,792,2024-11-26,2024-11-29,,Express,608.31
2618,33,2024-01-06,2024-01-11,,Standard,264.94
2619,487,2024-03-10,2024-03-14,,Express,337.1
2620,578,2024-11-08,2024-11-14,,Standard,2725.56
2621,331,2025-09-17,2025-09-18,,Standard,653.71
2622,163,2025-10-24,2025-10-28,,Same Day,806.76
2623,925,2024-12-30,2025-01-01,,Express,342.82
2624,167,2025-08-27,2025-09-01,,Standard,1391.21
2625,450,2025-11-28,2025-12-03,,Same Day,4024.21
2626,712,2024-11-05,2024-11-11,,Standard,221.58
2627,259,2025-11-22,2025-11-25,,Express,1685.55
2628,695,2025-08-22,2025-08-25,2025-09-01,Same Day,62.0
2629,111,2025-09-13,2025-09-17,,Same Day,782.31
2630,411,2025-09-21,2025-09-22,,Standard,1212.81
2631,945,2025-11-19,2025-11-24,,Same Day,95.7
2632,204,2025-09-13,2025-09-20,,Same Day,1139.22
2633,342,2025-04-14,2025-04-15,,Standard,1802.81
2634,821,2024-05-25,2024-05-29,,Express,395.06
2635,1,2025-11-20,2025-11-22,,Standard,230.55
2636,309,2024-03-16,2024-03-17,,Standard,348.92
2637,448,2023-07-13,2023-07-19,,Same Day,953.54
2638,569,2025-12-05,2025-12-06,,Express,77.62
2639,103,2025-09-01,2025-09-06,,Same Day,2978.08
2640,218,2025-12-03,2025-12-09,,Express,2225.3
2641,724,2024-12-23,2024-12-30,,Express,982.62
2642,132,2025-06-13,2025-06-20,,Express,2000.91
2643,792,2025-03-25,2025-03-28,,Same Day,1558.82
2644,894,2025-05-06,2025-05-11,,Standard,80.93
2645,356,2025-11-04,2025-11-10,,Same Day,294.51
2646,28,2025-10-25,2025-10-30,,Standard,3703.38
2647,378,2025-01-15,2025-01-18,,Standard,1008.23
2648,626,2025-10-19,2025-10-26,,Standard,2676.91
2649,662,2024-05-07,2024-05-09,,Standard,1129.13
2650,217,2024-01-09,2024-01-13,2024-01-24,Same Day,741.74
2651,185,2025-07-21,2025-07-23,,Express,183.5
2652,692,2025-07-13,2025-07-14,,Express,1882.69
2653,184,2024-01-03,2024-01-07,,Standard,1221.36
2654,477,2025-10-02,2025-10-05,,Standard,1150.68
2655,672,2025-08-29,2025-09-05,,Standard,1320.47
2656,327,2025-09-18,2025-09-23,,Same Day,461.52
2657,466,2023-11-17,2023-11-21,,Same Day,1405.33
2658,412,2024-09-15,2024-09-22,2024-10-01,Express,2585.38
2659,760,2025-11-26,2025-11-27,,Express,295.77
2660,515,2025-03-09,2025-03-16,,Express,194.04
2661,865,2025-05-21,2025-05-24,2025-05-29,Express,747.89
2662,545,2025-09-21,2025-09-28,,Standard,1891.52
2663,8,2025-08-02,2025-08-08,,Standard,424.39
2664,528,2025-07-18,2025-07-24,,Express,444.44
2665,50,2025-08-26,2025-08-29,2025-09-25,Express,765.58
2666,472,2025-04-05,2025-04-06,,Same Day,586.81
2667,379,2025-06-23,2025-06-27,,Express,1581.23
2668,786,2023-10-05,2023-10-10,,Express,1240.08
2669,366,2025-06-10,2025-06-11,,Express,304.67
2670,652,2024-01-16,2024-01-21,2024-02-11,Standard,1947.5
2671,545,2025-09-24,2025-09-26,,Same Day,275.15
2672,97,2023-09-04,2023-09-10,,Express,1587.49
2673,442,2024-04-14,2024-04-17,,Same Day,798.09
2674,633,2025-08-04,2025-08-11,,Same Day,1452.53
2675,841,2025-09-02,2025-09-03,2025-09-16,Standard,79.38
2676,151,2025-06-01,2025-06-07,,Standard,664.52
2677,392,2025-10-12,2025-10-18,2025-11-04,Same Day,1211.45
2678,310,2024-07-13,2024-07-17,2024-08-08,Express,608.31
2679,739,2025-09-01,2025-09-07,,Express,1051.99
2680,989,2023-08-17,2023-08-24,,Express,617.6
2681,311,2025-11-18,2025-11-23,,Standard,2548.83
2682,711,2025-06-21,2025-06-24,,Standard,735.86
2683,779,2024-07-19,2024-07-22,,Standard,1355.12
2684,284,2025-07-25,2025-07-31,2025-08-09,Standard,2489.93
2685,695,2025-06-23,2025-06-26,2025-07-02,Standard,2026.98
2686,801,2024-10-05,2024-10-11,,Express,51.37
2687,474,2024-10-28,2024-11-04,,Express,1426.99
2688,100,2025-02-18,2025-02-20,2025-03-03,Standard,1866.5
2689,66,2025-11-10,2025-11-13,,Same Day,45.19
2690,847,2025-06-04,2025-06-09,,Same Day,473.03
2691,337,2025-12-05,2025-12-09,,Same Day,1312.46
2692,13,2024-09-28,2024-10-01,,Express,751.66
2693,156,2024-09-30,2024-10-07,,Standard,1670.04
2694,546,2024-11-14,2024-11-20,,Express,120.66
2695,34,2023-07-17,2023-07-23,,Express,898.82
2696,86,2025-10-17,2025-10-23,,Express,1289.38
2697,312,2024-11-23,2024-11-30,,Same Day,643.64
2698,479,2023-02-28,2023-03-02,,Standard,3059.04
2699,640,2025-11-08,2025-11-13,,Standard,205.5
2700,770,2025-02-09,2025-02-14,,Standard,1916.94
2701,385,2025-11-17,2025-11-19,,Standard,908.33
2702,100,2025-08-16,2025-08-18,,Standard,1360.93
2703,585,2025-09-15,2025-09-17,,Same Day,2215.0
2704,411,2025-09-10,2025-09-14,,Standard,2739.28
2705,429,2025-11-26,2025-12-01,,Express,675.55
2706,646,2024-10-25,2024-10-31,,Same Day,437.19
2707,781,2025-05-23,2025-05-26,,Same Day,1250.8
2708,402,2024-04-02,2024-04-09,,Express,2443.7
2709,294,2025-05-23,2025-05-25,,Standard,1781.82
2710,410,2025-10-22,2025-10-23,,Express,1043.73
2711,782,2025-10-21,2025-10-27,,Standard,1832.69
2712,393,2025-06-08,2025-06-12,,Same Day,1201.64
2713,30,2024-12-25,2024-12-27,,Same Day,415.06
2714,83,2025-09-01,2025-09-06,,Standard,3036.82
2715,333,2025-08-05,2025-08-07,,Same Day,3224.69
2716,484,2024-06-23,2024-06-26,2024-07-15,Same Day,2641.15
2717,399,2025-06-08,2025-06-13,,Standard,708.51
2718,469,2025-01-12,2025-01-18,,Standard,960.98
2719,484,2024-10-12,2024-10-15,,Standard,1060.39
2720,916,2024-04-12,2024-04-14,,Express,88.29
2721,251,2025-09-02,2025-09-04,,Express,389.4
2722,513,2025-10-29,2025-10-30,,Express,85.19
2723,894,2024-08-08,2024-08-10,,Standard,3856.23
2724,8,2025-11-15,2025-11-16,,Express,1281.19
2725,888,2025-06-13,2025-06-17,,Standard,2998.17
2726,802,2024-11-07,2024-11-10,,Same Day,163.8
2727,124,2025-11-26,2025-12-03,,Same Day,1962.0
2728,732,2024-05-26,2024-05-30,,Same Day,513.49
2729,62,2024-10-15,2024-10-22,,Same Day,2669.94
2730,788,2023-03-22,2023-03-25,,Same Day,876.23
2731,645,2025-09-25,2025-09-29,,Standard,950.7
2732,107,2025-03-06,2025-03-13,,Same Day,951.55
2733,772,2023-09-13,2023-09-19,,Express,1271.22
2734,673,2025-11-08,2025-11-10,,Express,589.12
2735,216,2024-09-16,2024-09-17,,Same Day,721.9
2736,76,2025-09-07,2025-09-13,,Standard,584.44
2737,776,2025-08-01,2025-08-04,,Express,2955.72
2738,339,2025-07-11,2025-07-17,,Express,509.02
2739,609,2023-08-29,2023-09-05,,Same Day,1608.79
2740,296,2025-11-26,2025-11-28,,Same Day,1854.64
2741,372,2025-11-23,2025-11-26,,Same Day,2054.71
2742,163,2025-11-12,2025-11-18,,Same Day,981.48
2743,451,2025-04-17,2025-04-19,,Same Day,1070.3
2744,132,2025-03-18,2025-03-23,,Express,395.7
2745,264,2025-08-17,2025-08-19,2025-08-26,Same Day,3007.24
2746,311,2025-09-19,2025-09-24,2025-10-03,Same Day,770.03
2747,521,2025-10-29,2025-11-02,,Standard,884.04
2748,996,2025-01-29,2025-02-04,,Same Day,3862.97
2749,322,2024-08-22,2024-08-25,,Express,2549.45
2750,664,2023-10-26,2023-11-02,,Standard,59.43
2751,496,2025-11-12,2025-11-16,2025-11-17,Express,420.94
2752,231,2024-04-14,2024-04-16,,Express,1537.26
2753,624,2025-09-22,2025-09-28,,Same Day,2226.93
2754,202,2025-09-14,2025-09-18,,Same Day,648.23
2755,929,2023-07-04,2023-07-11,,Same Day,285.98
2756,920,2024-07-10,2024-07-16,,Same Day,1557.71
2757,34,2025-05-03,2025-05-09,2025-05-16,Same Day,941.86
2758,69,2024-02-13,2024-02-18,,Same Day,1000.63
2759,551,2025-10-22,2025-10-29,2025-11-12,Same Day,806.33
2760,254,2024-03-30,2024-04-02,,Standard,3025.12
2761,707,2025-08-24,2025-08-31,,Same Day,1987.09
2762,735,2025-02-27,2025-03-01,2025-03-21,Express,2016.36
2763,566,2024-06-12,2024-06-13,,Same Day,1434.82
2764,851,2023-05-02,2023-05-04,,Standard,1035.62
2765,213,2025-09-12,2025-09-14,,Same Day,745.75
2766,489,2025-01-13,2025-01-14,,Standard,653.54
2767,327,2025-11-22,2025-11-23,,Standard,2341.63
2768,453,2023-11-03,2023-11-07,,Same Day,14.57
2769,604,2025-06-22,2025-06-27,,Same Day,789.08
2770,10,2025-07-19,2025-07-26,,Same Day,1423.22
2771,908,2025-09-20,2025-09-27,,Same Day,67.35
2772,826,2024-12-24,2024-12-29,,Standard,1151.78
2773,258,2025-07-15,2025-07-20,,Same Day,2905.06
2774,181,2024-11-20,2024-11-25,,Express,1015.18
2775,975,2025-07-17,2025-07-20,,Same Day,1822.4
2776,255,2024-03-19,2024-03-22,,Same Day,1541.44
2777,317,2025-10-14,2025-10-18,2025-11-10,Standard,156.46
2778,500,2024-01-12,2024-01-15,,Same Day,679.52
2779,482,2025-11-14,2025-11-16,,Express,389.01
2780,690,2024-12-05,2024-12-06,,Express,44.34
2781,351,2025-05-27,2025-06-02,,Standard,977.25
2782,199,2025-08-07,2025-08-08,,Standard,83.05
2783,315,2025-12-06,2025-12-09,,Same Day,1473.61
2784,484,2024-07-05,2024-07-11,,Same Day,686.49
2785,216,2025-07-27,2025-08-02,,Standard,1661.58
2786,197,2025-11-08,2025-11-15,,Standard,855.4
2787,625,2025-12-06,2025-12-08,,Same Day,823.61
2788,486,2025-08-31,2025-09-05,,Same Day,414.04
2789,276,2024-03-20,2024-03-23,,Express,1039.83
2790,380,2023-10-14,2023-10-17,,Express,509.64
2791,850,2025-03-25,2025-03-28,,Express,337.1
2792,577,2025-05-05,2025-05-12,,Express,498.79
2793,57,2025-08-29,2025-09-01,,Standard,604.76
2794,999,2025-05-07,2025-05-14,,Same Day,1951.68
2795,208,2024-11-20,2024-11-26,,Express,2948.32
2796,853,2024-12-15,2024-12-16,,Express,1124.76
2797,334,2025-09-19,2025-09-26,,Same Day,1346.06
2798,451,2025-03-27,2025-03-28,2025-04-04,Express,76.26
2799,741,2025-09-14,2025-09-20,,Standard,1173.62
2800,800,2025-11-27,2025-12-01,,Same Day,1307.44
2801,499,2023-11-08,2023-11-11,,Same Day,1336.67
2802,385,2025-09-17,2025-09-18,2025-09-30,Express,1137.08
2803,551,2025-11-09,2025-11-13,,Standard,198.1
2804,484,2024-08-06,2024-08-12,2024-09-02,Same Day,483.28
2805,424,2024-03-22,2024-03-29,,Express,548.14
2806,588,2025-12-05,2025-12-10,2025-12-15,Express,1067.76
2807,587,2025-03-19,2025-03-26,,Same Day,2344.04
2808,544,2025-07-21,2025-07-24,,Standard,1821.24
2809,791,2025-05-19,2025-05-20,,Same Day,1758.91
2810,729,2025-11-19,2025-11-26,,Express,166.56
2811,766,2025-12-02,2025-12-04,,Express,1486.42
2812,234,2025-11-12,2025-11-15,,Same Day,1539.0
2813,995,2025-03-12,2025-03-15,,Same Day,859.88
2814,956,2023-11-03,2023-11-05,2023-11-19,Express,380.04
2815,406,2025-08-23,2025-08-30,2025-09-11,Standard,1082.75
2816,935,2025-08-03,2025-08-06,2025-08-19,Standard,1986.49
2817,983,2025-07-30,2025-08-06,,Same Day,3852.02
2818,504,2024-09-02,2024-09-07,,Standard,1078.1
2819,753,2024-02-05,2024-02-10,2024-02-25,Standard,945.77
2820,545,2025-07-25,2025-08-01,,Standard,1695.24
2821,588,2025-12-07,2025-12-12,,Standard,88.29
2822,770,2024-10-24,2024-10-31,,Express,2786.28
2823,477,2025-11-18,2025-11-24,,Express,592.19
2824,75,2025-01-17,2025-01-23,,Express,1891.52
2825,541,2025-11-26,2025-12-02,,Express,645.32
2826,911,2024-07-04,2024-07-08,,Standard,1199.49
2827,639,2025-08-02,2025-08-06,2025-08-12,Express,1210.96
2828,438,2023-09-18,2023-09-21,,Same Day,814.78
2829,691,2025-10-10,2025-10-13,,Same Day,1720.07
2830,682,2025-07-29,2025-08-05,,Express,1579.91
2831,915,2025-11-06,2025-11-13,,Standard,1117.75
2832,792,2024-09-23,2024-09-25,,Standard,310.78
2833,27,2024-12-29,2025-01-03,,Standard,219.41
2834,799,2025-02-06,2025-02-11,,Standard,2441.26
2835,336,2025-12-09,2025-12-12,,Same Day,250.73
2836,214,2025-06-25,2025-06-28,,Express,694.34
2837,239,2024-03-30,2024-04-06,,Standard,643.64
2838,899,2025-07-27,2025-07-28,,Express,428.19
2839,27,2024-09-28,2024-10-05,,Same Day,1016.53
2840,214,2025-09-24,2025-09-25,,Express,3088.94
2841,204,2025-03-12,2025-03-19,,Standard,761.04
2842,96,2024-11-13,2024-11-18,,Same Day,1254.13
2843,529,2025-06-18,2025-06-20,,Standard,837.13
2844,964,2025-07-01,2025-07-07,,Same Day,34.61
2845,325,2025-11-26,2025-11-28,,Standard,514.05
2846,819,2025-09-15,2025-09-18,,Same Day,60.58
2847,115,2025-10-31,2025-11-01,2025-11-28,Express,1009.94
2848,410,2025-09-28,2025-10-01,,Express,2213.51
2849,857,2023-09-08,2023-09-12,,Same Day,2224.96
2850,308,2023-10-22,2023-10-28,2023-11-14,Express,1502.77
2851,897,2025-10-22,2025-10-23,,Express,203.42
2852,748,2025-07-28,2025-07-31,2025-08-27,Standard,1466.26
2853,182,2025-02-07,2025-02-08,,Standard,1348.69
2854,144,2025-10-04,2025-10-11,2025-10-26,Standard,1068.28
2855,888,2025-11-04,2025-11-07,,Express,1558.29
2856,844,2024-03-06,2024-03-10,,Same Day,3874.93
2857,989,2023-09-22,2023-09-28,,Same Day,2989.56
2858,186,2024-08-25,2024-08-26,,Standard,1829.03
2859,510,2024-12-10,2024-12-13,,Express,1366.36
2860,931,2024-12-25,2024-12-30,,Standard,157.4
2861,340,2024-10-26,2024-10-30,2024-11-25,Standard,2095.07
2862,936,2025-09-02,2025-09-03,,Same Day,350.68
2863,740,2025-10-11,2025-10-13,,Standard,1337.58
2864,358,2025-05-30,2025-05-31,,Standard,2731.22
2865,116,2024-08-13,2024-08-17,,Same Day,487.31
2866,451,2024-11-04,2024-11-11,,Same Day,112.85
2867,1,2025-10-06,2025-10-10,,Express,471.94
2868,132,2025-06-16,2025-06-22,,Same Day,625.39
2869,685,2025-07-08,2025-07-09,,Same Day,1718.92
2870,852,2025-08-05,2025-08-07,,Same Day,2481.92
2871,133,2024-12-09,2024-12-11,,Same Day,2406.53
2872,98,2025-12-06,2025-12-10,,Same Day,54.23
2873,108,2024-10-21,2024-10-23,,Same Day,1477.15
2874,676,2025-03-13,2025-03-16,,Express,1537.1
2875,685,2025-03-01,2025-03-06,,Express,2080.29
2876,779,2025-11-05,2025-11-07,,Express,899.11
2877,678,2023-12-03,2023-12-08,,Standard,1821.47
2878,766,2025-09-06,2025-09-10,,Standard,908.06
2879,187,2024-09-05,2024-09-07,,Standard,406.85
2880,166,2025-06-10,2025-06-13,2025-06-28,Express,2112.85
2881,879,2024-09-06,2024-09-08,,Same Day,660.37
2882,416,2025-12-05,2025-12-07,,Express,945.86
2883,559,2025-12-07,2025-12-08,,Same Day,385.87
2884,787,2025-11-03,2025-11-06,,Standard,543.51
2885,262,2025-03-18,2025-03-25,,Same Day,2725.51
2886,468,2025-10-03,2025-10-04,,Express,76.85
2887,782,2025-03-29,2025-03-30,,Express,1753.58
2888,658,2023-10-13,2023-10-18,,Standard,1695.26
2889,999,2025-05-08,2025-05-15,2025-05-28,Same Day,42.41
2890,303,2024-10-06,2024-10-13,,Express,77.28
2891,447,2025-06-23,2025-06-24,,Same Day,603.33
2892,187,2025-03-20,2025-03-27,,Same Day,250.75
2893,200,2023-12-02,2023-12-09,,Standard,1093.26
2894,204,2025-12-07,2025-12-13,,Same Day,191.16
2895,799,2025-02-18,2025-02-23,,Same Day,1632.38
2896,49,2025-09-16,2025-09-19,,Same Day,1499.67
2897,970,2025-10-25,2025-10-27,,Standard,1419.25
2898,697,2025-02-10,2025-02-16,,Same Day,71.32
2899,232,2024-08-07,2024-08-12,,Same Day,1251.44
2900,435,2025-08-23,2025-08-25,,Express,2111.83
2901,304,2025-02-02,2025-02-07,,Express,272.24
2902,480,2024-12-08,2024-12-10,,Express,219.5
2903,1,2025-09-06,2025-09-09,,Same Day,1050.41
2904,320,2024-09-17,2024-09-23,,Standard,1231.31
2905,61,2025-09-21,2025-09-25,,Express,4029.64
2906,843,2025-07-03,2025-07-10,,Standard,3887.76
2907,401,2025-08-16,2025-08-18,,Express,1401.45
2908,606,2025-04-23,2025-04-25,,Standard,2953.92
2909,232,2024-12-12,2024-12-14,,Standard,3976.31
2910,744,2025-06-01,2025-06-06,,Standard,797.92
2911,211,2025-12-04,2025-12-06,,Express,2775.94
2912,12,2024-07-06,2024-07-11,,Standard,316.5
2913,791,2024-12-25,2024-12-30,,Same Day,1909.24
2914,449,2024-12-22,2024-12-29,,Same Day,544.75
2915,625,2025-10-14,2025-10-16,2025-11-10,Same Day,675.94
2916,350,2024-11-08,2024-11-09,,Express,245.52
2917,116,2025-01-14,2025-01-18,,Standard,774.75
2918,898,2025-04-12,2025-04-18,,Express,277.15
2919,777,2025-11-12,2025-11-14,,Standard,2689.54
2920,750,2025-07-09,2025-07-11,,Same Day,2205.44
2921,507,2025-10-30,2025-11-03,2025-11-05,Express,2107.76
2922,863,2025-03-28,2025-03-31,,Express,981.06
2923,430,2025-06-28,2025-07-05,,Express,3173.3
2924,86,2025-09-22,2025-09-23,,Express,1389.2
2925,249,2025-11-20,2025-11-22,,Same Day,294.09
2926,273,2025-04-13,2025-04-20,,Express,925.65
2927,575,2025-04-23,2025-04-30,,Same Day,2207.24
2928,532,2025-08-21,2025-08-25,2025-08-27,Same Day,5140.02
2929,859,2024-07-04,2024-07-09,2024-07-31,Standard,1176.58
2930,370,2025-11-29,2025-12-05,,Same Day,2584.83
2931,432,2025-11-25,2025-11-29,,Standard,945.96
2932,356,2025-11-24,2025-12-01,,Express,2632.85
2933,588,2025-12-08,2025-12-09,,Same Day,716.88
2934,763,2025-10-01,2025-10-07,,Standard,1120.76
2935,581,2025-07-31,2025-08-01,,Express,1622.89
2936,102,2025-01-14,2025-01-18,,Same Day,94.06
2937,468,2025-11-20,2025-11-23,,Same Day,971.42
2938,353,2025-04-05,2025-04-07,,Standard,600.97
2939,333,2025-03-03,2025-03-09,,Express,819.9
2940,788,2023-11-24,2023-11-26,,Same Day,3315.69
2941,664,2024-03-30,2024-04-05,,Express,949.18
2942,800,2025-03-23,2025-03-30,,Standard,1823.03
2943,342,2025-09-14,2025-09-19,,Standard,309.97
2944,325,2025-12-09,2025-12-12,2026-01-04,Standard,1197.1
2945,655,2025-06-18,2025-06-21,,Same Day,457.94
2946,191,2025-06-22,2025-06-24,,Same Day,711.57
2947,498,2025-08-08,2025-08-11,,Express,828.13
2948,773,2024-10-26,2024-10-28,,Standard,1662.17
2949,195,2025-04-09,2025-04-14,,Same Day,811.48
2950,304,2025-07-26,2025-07-31,,Same Day,3241.86
2951,713,2023-10-25,2023-10-27,2023-11-19,Same Day,460.03
2952,937,2025-05-05,2025-05-12,,Same Day,455.81
2953,349,2025-06-13,2025-06-17,,Express,382.56
2954,107,2025-05-21,2025-05-26,,Standard,1736.02
2955,332,2024-10-25,2024-10-29,,Standard,770.66
2956,562,2023-12-22,2023-12-28,,Standard,3628.54
2957,507,2025-09-07,2025-09-14,,Standard,2164.75
2958,252,2025-07-07,2025-07-11,,Standard,2064.2
2959,149,2025-11-14,2025-11-17,,Standard,393.07
2960,879,2025-06-07,2025-06-11,,Express,1253.32
2961,570,2025-10-12,2025-10-17,,Standard,3267.14
2962,869,2025-05-04,2025-05-10,,Express,1910.79
2963,765,2024-12-04,2024-12-10,,Express,230.18
2964,823,2025-05-25,2025-05-29,,Standard,1411.68
2965,328,2025-11-16,2025-11-17,,Standard,1049.35
2966,330,2024-06-05,2024-06-12,,Standard,753.01
2967,99,2025-10-09,2025-10-14,,Same Day,1997.71
2968,322,2023-06-21,2023-06-28,,Standard,2957.82
2969,738,2024-11-18,2024-11-24,,Same Day,1775.82
2970,841,2024-05-10,2024-05-14,,Standard,305.88
2971,472,2025-06-17,2025-06-21,,Standard,2426.27
2972,977,2023-12-21,2023-12-22,,Same Day,1093.4
2973,666,2023-06-24,2023-06-27,,Same Day,239.83
